id,answer
1910,though
1911,consonants
1912,rʲ
1913,1000
1914,0
1915,language used
1916,language used
1917,0
1918,Blocks
1919,March
1920,upper noble classes
1921,Leo Tolstoy
1922,Many
1923,Pushkin
1924,older letters
1925,Pushkin
1926,'s texts
1927,20th
1928,1990
1929,Though
1930,Ministry
1931,A. L. Arefyev
1932,2012
1933,language
1934,Canton
1935,Canton
1936,also
1937,36
1938,"140,634"
1939,whose buildings
1940,0
1941,also
1942,ranked among
1943,variety
1944,variety
1945,dialect called
1946,variety
1947,1983
1948,cities
1949,became
1950,ten
1951,became
1952,ten
1953,1983
1954,Duke
1955,vowed
1956,dates
1957,city
1958,10
1959,least
1960,dates
1961,dates
1962,12th
1963,0
1964,Brenodor
1965,2
1966,Zähringer
1967,12th
1968,Upper Burgundy
1969,one
1970,0
1971,1353
1972,eight
1973,invaded
1974,18th
1975,town
1976,city
1977,city
1978,built
1979,one
1980,The city
1981,1798
1982,occupied
1983,1802
1984,2009
1985,1979
1986,Second Internationals
1987,particularly
1988,30
1989,whose buildings
1990,around
1991,Gurten
1992,whose buildings
1993,uneven ground
1994,19th
1995,uneven ground
1996,inner city districts
1997,Marzili
1998,area
1999,"660,000"
2000,City
2001,five
2002,0
2003,The last election
2004,The executive body holds
2005,0
2006,one
2007,CVP
2008,City Parliament
2009,0
2010,The last election
2011,The sessions
2012,46
2013,46
2014,City Council
2015,"140,634"
2016,"140,634"
2017,years
2018,10
2019,variety
2020,Italian
2021,The official language
2022,The city council
2023,2008
2024,decided
2025,Austrian
2026,"44,032"
2027,0
2028,born somewhere else
2029,15.1
2030,15.1
2031,15.1
2032,"406,900"
2033,"59,948"
2034,"59,948"
2035,"9,345"
2036,"59,948"
2037,five
2038,five
2039,90.6
2040,90.6
2041,99.4
2042,The vacancy rate
2043,era
2044,0.25
2045,324
2046,"140,634"
2047,largely medieval
2048,largely medieval
2049,Perhaps
2050,Gothic
2051,notable
2052,b̥æːrn
2053,Länggasse quarter
2054,The last election
2055,"27,573"
2056,open-air enclosure nearby
2057,Federal Palace
2058,Bundeshaus
2059,lived
2060,Annus Mirabilis Papers
2061,Albert Einstein
2062,Rosengarten
2063,Rosengarten
2064,hill
2065,hill
2066,public fountains
2067,0
2068,eleven
2069,1983
2070,1421
2071,one
2072,Hans Gieng
2073,These libraries include
2074,site
2075,Those games
2076,Stade
2077,SC
2078,SC
2079,main host
2080,candidate
2081,September
2082,host
2083,update
2084,"16,413"
2085,"16,413"
2086,"16,413"
2087,"125,037"
2088,203
2089,203
2090,"109,358"
2091,"109,358"
2092,"94,367"
2093,"94,367"
2094,50.6
2095,20.6
2096,whose buildings
2097,"24,311"
2098,completed non-mandatory upper secondary education
2099,"140,634"
2100,non-obligatory kindergarten
2101,Following
2102,one
2103,89
2104,266
2105,151
2106,8
2107,30.3
2108,"9,045"
2109,district
2110,Marzilibahn
2111,Zagreb
2112,Zagreb
2113,also
2114,The regional airport
2115,fumetti
2116,speech balloons
2117,turn
2118,Size
2119,1830s
2120,American comics emerged
2121,comics
2122,The term became widely known
2123,0
2124,use
2125,European comics studies began
2126,use
2127,Goscinny
2128,0
2129,1890s
2130,long prehistory
2131,wordless novels
2132,wordless novels
2133,wordless novels
2134,wordless novels
2135,19th-century
2136,1825
2137,19th-century
2138,Ally Sloper
2139,1884
2140,Le Journal
2141,became popular following
2142,1907
2143,1907
2144,1970s
2145,The success
2146,Superheroes re-established
2147,parent groups
2148,1938
2149,1980s
2150,1980s
2151,reasserted
2152,Smaller publishers
2153,Sales overall continued
2154,cartooning manga
2155,The ukiyo-e artist
2156,1929
2157,0
2158,1900
2159,Rakuten Kitazawa
2160,1930s
2161,prolific
2162,Stories
2163,wordless novels
2164,Comic books
2165,Japanese comics magazine typically run
2166,frequently serialized
2167,Japanese comics magazine typically run
2168,Japanese comics magazine typically run
2169,Japanese comics
2170,collected
2171,Comic strips
2172,fiction— '' graphic novel '' also refers
2173,editorial
2174,Gag
2175,Gag
2176,comics flourished particularly
2177,0
2178,Speech balloons indicate dialogue
2179,Japan
2180,Despite incorporating
2181,Despite incorporating
2182,comics albums
2183,Maus
2184,Rodolphe Töpffer
2185,1960s
2186,The success
2187,original content began
2188,Morgan
2189,comics flourished particularly
2190,time comics
2191,``
2192,1960s
2193,Adult-oriented
2194,magazine
2195,Goscinny
2196,group
2197,1972
2198,others
2199,Adult-oriented
2200,'s
2201,1924
2202,Comics studies courses
2203,0
2204,The publication
2205,Coulton Waugh
2206,Prominent
2207,David Carrier
2208,'s
2209,especially
2210,word manga outside
2211,1960s
2212,French
2213,available
2214,able
2215,able
2216,constrained
2217,Speech balloons indicate dialogue
2218,Some consider storyboards
2219,Some consider storyboards
2220,Film studios
2221,Stories
2222,definition
2223,Töpffer
2224,pantomime comics throughout
2225,Thierry Groensteen
2226,rediscovery
2227,'s theories
2228,Henri Vanlier
2229,0
2230,Neil Cohn
2231,komiks
2232,words
2233,manhwa derive
2234,Similarly
2235,Though
2236,Though
2237,The term `` comic book ''
2238,different cultures
2239,different cultures
2240,Japanese comics magazine typically run
2241,lays
2242,finishes
2243,often surrounded
2244,Size
2245,0
2246,arrangement
2247,0
2248,Smaller publishers
2249,sufficient
2250,Sound effects mimic non-vocal sounds textually using onomatopoeia sound-words
2251,India
2252,progress
2253,traditionally using ink especially
2254,Cartooning techniques
2255,Wolverine
2256,Marvel
2257,Marvel
2258,'s stories often
2259,whereas
2260,0
2261,attractions
2262,2011
2263,New York City
2264,officially listed
2265,Timely 's first publication
2266,Jim Shooter
2267,first patriotically themed superheroes
2268,android superhero
2269,'s anti-hero
2270,'s
2271,Timely also published
2272,Ziggy Pig
2273,first patriotically themed superheroes
2274,'s
2275,named
2276,330
2277,named
2278,named
2279,Stan Lee
2280,Atlas
2281,including
2282,Atlas
2283,Atlas
2284,'s fictional characters operate
2285,Captain
2286,'s fictional characters operate
2287,solid success amidst
2288,Timely also published
2289,Jack Kirby
2290,The first title
2291,elements struck
2292,elements struck
2293,'s fictional characters operate
2294,28
2295,Marvel—giving
2296,returning
2297,writer
2298,'s fictional characters operate
2299,'s fictional characters operate
2300,acquired
2301,Martin Goodman
2302,Marvel earned
2303,50 million
2304,particular
2305,selling
2306,'s fictional characters operate
2307,acquired
2308,A series
2309,imprint
2310,books issued
2311,another slow time
2312,A series
2313,attractions
2314,Timely 's first publication
2315,Eschewing
2316,1970
2317,newsstand distribution network affected
2318,newsstand distribution network affected
2319,disconnected
2320,decline
2321,mid-1970s
2322,newsstand distribution network affected
2323,Marvelcon
2324,panel discussion
2325,including
2326,'75
2327,1976
2328,Jim Shooter
2329,became
2330,emerging industry notable
2331,also saw
2332,Eschewing
2333,1998
2334,superhero comics created
2335,0
2336,began selling
2337,1990s
2338,flagship characters
2339,1996
2340,1996
2341,1996
2342,taking place within
2343,Its young hero suffered
2344,0
2345,Marvel—giving
2346,industry 's
2347,Marvel ReEvolution
2348,1971
2349,2001
2350,Marvel pulled ahead
2351,2001
2352,Marvel also created new imprints
2353,1969
2354,2013
2355,proved
2356,major
2357,bookstores distribution company
2358,2012
2359,included
2360,0
2361,digital comics
2362,Infinite Comics
2363,Disney
2364,Time
2365,'s purchase
2366,April
2367,Atlas
2368,Also
2369,ABC
2370,Also
2371,moved back
2372,2011
2373,becoming
2374,Tokyo Disney
2375,barred
2376,Adventures
2377,well
2378,Stalin
2379,0
2380,two
2381,Stalin
2382,region
2383,east
2384,Northern Bukovina
2385,Hertza
2386,Finland
2387,around
2388,1917–22
2389,0
2390,clarification needed
2391,The suspension created significant resource problems
2392,regarding
2393,0
2394,capitalist countries
2395,citation needed
2396,demands
2397,0
2398,Simultaneously
2399,oppose
2400,end
2401,Stalin
2402,USSR
2403,agreement
2404,The discussion
2405,Communist Party
2406,economic negotiations
2407,settled trading rights
2408,Tripartite
2409,official policy
2410,Munich
2411,divided
2412,one
2413,given
2414,replaced
2415,air battle
2416,signed
2417,–
2418,–
2419,The agreement formally set
2420,Suvorov
2421,result
2422,German
2423,1941
2424,In mid-June
2425,Stalin
2426,Beginning
2427,proposed
2428,military negotiator
2429,0
2430,Soviets
2431,Luftwaffe
2432,invaded
2433,POWs
2434,eastern
2435,The news
2436,German–Soviet
2437,28
2438,28
2439,The documents made headlines worldwide
2440,Stalin
2441,Baltic
2442,According
2443,0
2444,Ribbentrop
2445,Romania
2446,Soviet
2447,agreement
2448,0
2449,Finnish
2450,Two
2451,0
2452,Carr
2453,1940
2454,"43,000"
2455,"43,000"
2456,Soviet
2457,Poles
2458,1.1 million
2459,Eleven
2460,invalid
2461,Hertza
2462,settled trading rights
2463,Herbert Biberman
2464,Communist Party
2465,0
2466,oppose
2467,oppose
2468,war credits
2469,Communists
2470,0
2471,0
2472,also deserted
2473,joint
2474,Poland
2475,This also provided
2476,Molotov 's reassurances
2477,Poland
2478,Polish
2479,one
2480,German
2481,Manchuria
2482,This also provided
2483,Five
2484,surmount
2485,Soviets
2486,Soviets
2487,Stalin
2488,The resulting manifestation
2489,The resulting manifestation
2490,Stalin
2491,would face
2492,Two
2493,The discussion
2494,Axis
2495,0
2496,Hitler
2497,0
2498,willing
2499,powers
2500,4.3 million
2501,three million
2502,Hertza
2503,"9,800"
2504,August
2505,0
2506,civil servant
2507,von Loesch
2508,The microfilms contained
2509,claim
2510,November
2511,Raymond J. Sontag
2512,The subsequent waves
2513,That version persisted
2514,secret protocols
2515,still negotiating
2516,This happened
2517,moment
2518,The news
2519,Molotov
2520,Molotov
2521,Stalin
2522,Although
2523,hoping
2524,0
2525,Edward Hallett Carr
2526,Viktor Suvorov
2527,consider
2528,0
2529,balance
2530,'s
2531,Warsaw Pact
2532,eight
2533,driven
2534,established
2535,'s
2536,function
2537,'s
2538,'s
2539,Yet
2540,remaining
2541,0
2542,headquarters
2543,'s
2544,NATO
2545,act
2546,prevent invasion
2547,desire
2548,requested admission
2549,Molotov
2550,0
2551,Warsaw Pact
2552,0
2553,British General
2554,1954
2555,fearing
2556,inside
2557,Foreign Affairs Minister
2558,July
2559,'s
2560,established
2561,eight
2562,fearing
2563,1966
2564,This policy
2565,reaction
2566,remaining
2567,Soviet forces crushed
2568,armed forces sole joint action
2569,eight
2570,remaining
2571,toppled
2572,36
2573,made
2574,made
2575,Romania
2576,Warsaw Treaty
2577,100
2578,Czechoslovakia
2579,1979
2580,The strategy behind
2581,New types
2582,200
2583,Earth
2584,reside throughout
2585,include many types
2586,coldest
2587,200
2588,driest
2589,Antarctica
2590,The climate
2591,closely resembles
2592,began
2593,uplift
2594,andesite
2595,even
2596,anomalous area
2597,metamorphism
2598,early
2599,common rocks
2600,formed
2601,Terra Australis—this
2602,Matthew Flinders
2603,1814
2604,decided
2605,transfer
2606,Terra Australis
2607,1814
2608,cooling
2609,The research
2610,500
2611,0
2612,Large animals
2613,warm water
2614,Ernest Shackleton
2615,Edgeworth David
2616,Douglas Mawson
2617,1931
2618,14
2619,1978
2620,criminal penalty
2621,"32,000"
2622,1980
2623,enact regulations
2624,Some environmentalists
2625,Small-scale `` expedition tourism ''
2626,1957
2627,Travel
2628,2006–07
2629,The main mineral resource known
2630,continent
2631,nine
2632,contain significant deposits
2633,lie offshore
2634,Elisabeth
2635,18
2636,18
2637,18
2638,Johan Berte
2639,originated
2640,around
2641,Recent
2642,land
2643,Next
2644,Permian
2645,The climate
2646,distribution
2647,25
2648,1959
2649,regulated
2650,land
2651,twelve
2652,It set aside
2653,17
2654,The first confirmed sighting
2655,three
2656,ships
2657,1895
2658,ozone layer
2659,three
2660,gathered
2661,around
2662,CFCs
2663,mild climate
2664,period
2665,Gondwana
2666,360
2667,360
2668,coldest
2669,ft
2670,Antarctic Circle
2671,twice
2672,98
2673,'s continents
2674,Earth
2675,'s continents
2676,anomalous area
2677,chlorofluorocarbons
2678,Aristotle
2679,Apuleius
2680,unpreserved world map
2681,350
2682,A.D
2683,dominant role
2684,6
2685,Ozone absorbs large amounts
2686,around
2687,around
2688,Several governments maintain permanent manned research stations
2689,350
2690,Given
2691,church—Trinity
2692,2004
2693,Antarctica
2694,kilometres
2695,coldest
2696,0
2697,East Antarctica
2698,The emperor penguin
2699,winter
2700,giving
2701,winter
2702,"4,892"
2703,highest peak
2704,highest peak
2705,Canadian
2706,coldest
2707,1983
2708,1959
2709,established
2710,'s status
2711,announced
2712,became
2713,laid
2714,Early Triassic
2715,206–146
2716,began
2717,ozone layer
2718,New types
2719,0
2720,expedition discovered
2721,rare meteorites
2722,South Pole
2723,conditions prevailing
2724,Those features
2725,This effect
2726,ice sheet form moving glaciers known
2727,areas situated south
2728,1786
2729,used
2730,Norwegian
2731,1910
2732,particularly strong warming
2733,due
2734,0.2
2735,However
2736,ice
2737,pelt
2738,named
2739,`` true seal ''
2740,alternatively
2741,Meteorites
2742,1998
2743,Environmental Protection
2744,unintentional introduction
2745,advised
2746,also known
2747,Antarctic Treaty
2748,1998
2749,2048
2750,capture
2751,"112,934"
2752,meteorite types
2753,0
2754,rare meteorites
2755,New types
2756,solar system
2757,2002
2758,Larsen-B
2759,briefly melted
2760,30
2761,According
2762,19th
2763,anomalous area
2764,century
2765,Meteorites
2766,study
2767,98
2768,0
2769,ice sheet
2770,0
2771,0.8
2772,evidence
2773,The frozen surface
2774,Jupiter 's moon
2775,2008
2776,team embarked
2777,Cretaceous
2778,40
2779,Cambrian
2780,40
2781,first ice began
2782,Antarctica
2783,"3,000"
2784,Antarctica
2785,winter
2786,temperature decreases
2787,0
2788,Next
2789,1984
2790,mainland
2791,0
2792,species
2793,750
2794,also apparently endemic
2795,life ever occurred
2796,Argentine
2797,New claims
2798,Chilean
2799,2012
2800,30th
2801,cooling
2802,Some environmentalists
2803,Some environmentalists
2804,Medical physicians
2805,901
2806,Geologists tend
2807,The apparently simple morphology
2808,history
2809,results
2810,world
2811,Jefferson
2812,cited repeatedly
2813,1879
2814,authoritative declaration
2815,wall
2816,worship freely
2817,fleeing religious persecution
2818,0
2819,Pennsylvania
2820,established churches
2821,worshipping
2822,0
2823,^Note
2824,also opponents
2825,civil right merely
2826,1835
2827,including
2828,including
2829,current
2830,1961
2831,state dates
2832,1967
2833,1657
2834,Peter Stuyvesant
2835,religions
2836,established church even
2837,1967
2838,1773
2839,1773
2840,1786
2841,0
2842,theologian
2843,Rhode Island
2844,1644
2845,Thomas Jefferson
2846,James Madison
2847,Thanksgiving
2848,attended religious services
2849,four
2850,guaranteed
2851,position
2852,encouraged
2853,State
2854,'s support
2855,attempt
2856,1878
2857,'s letter entered
2858,jurisprudence
2859,Madison
2860,court ruled
2861,eighteenth
2862,'s
2863,Patrick Henry
2864,belong
2865,conscience
2866,required
2867,new lands
2868,choose
2869,Catholic
2870,1698
2871,restricted membership
2872,required
2873,New Jersey
2874,declared
2875,0
2876,United States
2877,one
2878,one
2879,Supreme Court
2880,faith
2881,theorize
2882,Some legal scholars
2883,word `` national ''
2884,Elbridge Gerry
2885,Rep
2886,Connecticut
2887,believed
2888,gave
2889,establishment clause completely
2890,Anti-Federalists
2891,one
2892,one
2893,incorporation
2894,amendment
2895,fully implemented
2896,Education
2897,landmark case
2898,held
2899,Board
2900,1994
2901,state '' first became
2902,`` separation
2903,case
2904,word 'religion
2905,Madison
2906,330
2907,landmark case
2908,incorporation
2909,landmark case
2910,erected
2911,four
2912,decision
2913,Justice
2914,Wiley Blount Rutledge
2915,argued
2916,1962
2917,0
2918,state officials
2919,even
2920,leave
2921,Potter Stewart
2922,The lone dissenter
2923,metaphors like
2924,0
2925,393
2926,state laws respecting
2927,Abe Fortas
2928,``
2929,crime ``
2930,403
2931,403
2932,Kurtzman
2933,statute
2934,absolute
2935,0
2936,determine whether government action comports
2937,policy must
2938,Second
2939,policy must
2940,three
2941,2002
2942,passed measures reaffirming
2943,In reaction
2944,five-justice majority held
2945,Ten
2946,allowed
2947,cross
2948,3
2949,Ten
2950,allowed
2951,12-696
2952,12-696
2953,0
2954,May
2955,`` separation
2956,textual requirements
2957,constitutional limitation
2958,state
2959,constitutional framers
2960,religion
2961,1868
2962,first amendment 's application
2963,progressivist theories
2964,America
2965,career civil servants
2966,since
2967,Failure
2968,body
2969,future state
2970,2
2971,words ``
2972,states rights
2973,federal
2974,Relaxed zoning rules
2975,The national motto ``
2976,religious
2977,``
2978,'s right
2979,2001
2980,Considering
2981,religious observance
2982,two
2983,no-aid position drew support
2984,pervasive secularism
2985,0
2986,however
2987,even perhaps eclipsing
2988,`` separation
2989,Columbia Law
2990,Columbia Law
2991,maintains
2992,modern conception
2993,J. Brent Walker
2994,supported
2995,0
2996,Catholic Church
2997,religious bigotry ''
2998,spiritual
2999,``
3000,historian
3001,The Founding Fathers
3002,James Madison
3003,constitution
3004,John F. Kennedy
3005,specific relation
3006,1967
3007,denied
3008,allowing
3009,Robert S. Wood
3010,Toronto-based Center
3011,believes
3012,fill
3013,pump
3014,Annelids
3015,polychaetes almost
3016,In turn
3017,viewing leeches
3018,separated
3019,appear
3020,often built
3021,The septa
3022,semi-sessile
3023,Although many
3024,normal method
3025,trochophore larvae
3026,Oligochaetes
3027,Oligochaetes
3028,Earthworms make
3029,The burrowing
3030,development
3031,Ragworms jaws
3032,regarded
3033,soft-bodied
3034,Since annelids
3035,2008
3036,Carboniferous
3037,earliest indisputable fossils
3038,divided externally
3039,often supported internally
3040,segments contain
3041,Their bodies
3042,collagen fibers
3043,annelid 's body consists
3044,annelid 's body consists
3045,regarded
3046,guarantee
3047,πυγιδιον
3048,spiral
3049,collagen fibers
3050,marine annelids
3051,secreted
3052,guarantee
3053,locomotion
3054,cells divide
3055,The chetoblasts produce chetae
3056,The setae `` hairs ''
3057,In active crawlers
3058,locomotion
3059,polychaetes
3060,locomotion
3061,another pair
3062,The brain generally forms
3063,linked
3064,peristomium
3065,generally
3066,muscle fibers
3067,Experiments
3068,shortening
3069,The sensors
3070,guarantee
3071,Nuchal ``
3072,chemosensors
3073,The compound eyes probably evolved independently
3074,like
3075,septa
3076,segments
3077,The mesothelium
3078,Many annelids move
3079,separate fluid-filled `` balloon ''
3080,The annelids
3081,wash food particles towards
3082,coelomata contains coelomocyte cells
3083,Respiratory pigment
3084,widely separated
3085,Species
3086,Vertebrates
3087,occupies much
3088,two
3089,like
3090,Leeches generally use suckers
3091,guarantee
3092,Many polychaetes
3093,used
3094,Annelids
3095,guarantee
3096,The parapodia
3097,tube-dwelling family
3098,15
3099,carbon dioxide
3100,The bacteria convert inorganic matter –
3101,Annelids
3102,Annelids
3103,The difference
3104,filtration stages
3105,two
3106,species
3107,tend
3108,The fertilized eggs develop
3109,The fertilized eggs develop
3110,25
3111,miniature adults emerge rather
3112,miniature adults emerge rather
3113,tend
3114,one
3115,Most polychaetes whose reproduction
3116,surface
3117,includes earthworms
3118,one
3119,Leeches eggs
3120,tend
3121,All clitellates hatch
3122,Charles Darwin
3123,Earthworms make
3124,others live entirely
3125,oxygen
3126,Earthworms
3127,thought
3128,worms currently found
3129,loss
3130,marine polychaete
3131,Leeches generally use suckers
3132,Anglers sometimes find
3133,Some marine polychaetes predation
3134,order
3135,0
3136,species
3137,200
3138,30
3139,treated
3140,549
3141,thought
3142,polychaetes
3143,formed
3144,Australia
3145,65 million
3146,sub-group
3147,body fossils
3148,2008
3149,Traditionally
3150,In turn
3151,although
3152,This analysis agreed
3153,1997
3154,Torsten Struck
3155,3
3156,11
3157,Scolecida
3158,accepted
3159,study also noted
3160,arthropods
3161,Arthropods
3162,pogonophores
3163,arthropods
3164,associated
3165,one
3166,Vertebrates
3167,guarantee
3168,The current view
3169,The ``
3170,tend
3171,cells divide
3172,0
3173,died
3174,citation needed
3175,six
3176,'s consistories
3177,0
3178,later popes
3179,six
3180,first pope
3181,'s consistories
3182,village
3183,Concesio
3184,Previously
3185,The separated brothers
3186,Montini
3187,1916
3188,concluded
3189,concluded
3190,entered
3191,Rome La Sapienza
3192,breathing problems
3193,limited
3194,Like
3195,Peace becomes
3196,visit
3197,His organisational skills led
3198,0
3199,He met
3200,1976
3201,0
3202,'s
3203,together
3204,personal secretary
3205,charges `` horrible
3206,found powerful defenses
3207,1939
3208,11.293.511
3209,automatically became
3210,People grow
3211,automatically became
3212,Pius XII
3213,Papal Residence Castel Gandolfo
3214,"15,000"
3215,government
3216,Allied
3217,12
3218,connecting
3219,1955
3220,address
3221,Domenico Tardini
3222,went new ways
3223,1961
3224,Council
3225,engage
3226,bouts
3227,progressive member
3228,counterparts
3229,'s name led
3230,"1,000"
3231,Huge
3232,Archbishop
3233,gave
3234,58
3235,12
3236,received
3237,two
3238,Angelo Roncalli
3239,texts
3240,yet
3241,These major reforms
3242,1962
3243,1958
3244,0
3245,Latin
3246,Unlike
3247,3
3248,Cardinals
3249,Cardinals
3250,Previously
3251,Milan
3252,donated
3253,Washington DC
3254,John Paul
3255,already substantially modified
3256,Augustin Bea
3257,believed
3258,John XXIII
3259,strongly involved
3260,Christians
3261,seek contact
3262,Six
3263,would continue
3264,election
3265,God wants
3266,corporis
3267,Body
3268,God wants
3269,first met
3270,asked
3271,considered
3272,Council
3273,Following
3274,Montini
3275,1964
3276,fourth sessions
3277,Unmoved
3278,1965
3279,He opened
3280,welcomed
3281,Pope
3282,1968
3283,issued
3284,This became
3285,0
3286,ordering
3287,asked towards
3288,80
3289,completion
3290,6
3291,Latin
3292,He presented
3293,liturgies underwent revision
3294,contributions
3295,three
3296,given
3297,also
3298,given
3299,Catholic Church
3300,texts
3301,John Paul II
3302,created
3303,created
3304,dialogue
3305,first
3306,1976
3307,Protestants claimed equality
3308,0
3309,deny
3310,0
3311,five
3312,This became
3313,1964
3314,These major reforms
3315,Paul VI
3316,October
3317,Paul VI
3318,proceeds
3319,peace
3320,pleaded
3321,foreign embassies accredited
3322,God wants
3323,considered
3324,0
3325,Montini
3326,Body
3327,Body
3328,St. Peter 's
3329,birth
3330,Pius XII
3331,continues
3332,Celibacy symbolizes
3333,West
3334,West
3335,0
3336,Pope
3337,expanded upon
3338,encyclical
3339,eight
3340,expanded upon
3341,two
3342,loving
3343,Paul VI
3344,The reason
3345,expanded upon
3346,Robert McNamara
3347,World Bank President
3348,La Paz
3349,encyclical
3350,Aníbal Muñoz Duque
3351,appealed
3352,eight
3353,encyclical
3354,expanded upon
3355,negative reaction
3356,five
3357,two
3358,requires
3359,one
3360,The reason
3361,He met
3362,1965
3363,1965
3364,Shenouda III
3365,three
3366,Michael Ramsey
3367,Michael Ramsey
3368,three
3369,opened
3370,visit
3371,head
3372,Unmoved
3373,created
3374,``
3375,Paul VI
3376,0
3377,1968
3378,Catholic
3379,took place
3380,0
3381,dialogue
3382,1965
3383,four
3384,Fredrik A. Schiotz
3385,anniversary
3386,Augustin Bea
3387,Augustin Bea
3388,0
3389,supported
3390,eighty
3391,Bernardin Gantin
3392,consistory
3393,21:41
3394,took
3395,papal summer residence
3396,Vatican
3397,Pope Paul VI
3398,Italian President
3399,saw `` horses
3400,0
3401,death
3402,0
3403,The beatification ceremony
3404,intercession
3405,pontiff
3406,Francis
3407,This became
3408,initiated
3409,0
3410,May
3411,indeed
3412,0
3413,0
3414,personal secretary
3415,0
3416,Pope
3417,vitae
3418,encyclopedic memory
3419,0
3420,Body
3421,'s consistories
3422,important document
3423,five
3424,became mandatory
3425,He met
3426,although
3427,0
3428,continued
3429,died
3430,died
3431,0
3432,rather
3433,one
3434,Several prominent
3435,These major reforms
3436,also bishops
3437,0
3438,Refusing
3439,0
3440,regal splendor
3441,Some critiqued
3442,Papal Residence Castel Gandolfo
3443,numerous empires
3444,Central Asia
3445,Sarazm
3446,1991
3447,A civil war
3448,Neolithic
3449,numerous empires
3450,landlocked
3451,Bolsheviks
3452,1939
3453,"260,000"
3454,officials
3455,1924
3456,often distinguished
3457,The ceasefire guaranteed
3458,Emomali Rahmon
3459,1.2 million
3460,0
3461,troops
3462,0
3463,personnel periodically visit
3464,25
3465,2015
3466,2010
3467,religious institutions becoming active
3468,positions
3469,Kokhir Rasulzoda
3470,Kokhir Rasulzoda
3471,1994
3472,People
3473,Freedom
3474,direct protest
3475,receive coverage
3476,Peace Reporting
3477,smallest nation
3478,Pamir
3479,southern slopes
3480,All citizens
3481,ft
3482,Rahmon
3483,means
3484,Tajikistan
3485,word ``
3486,650–680
3487,0
3488,0
3489,today part
3490,650–680
3491,0
3492,650–680
3493,0
3494,0
3495,0
3496,today part
3497,today part
3498,650–680
3499,0
3500,0
3501,0
3502,19th
3503,0
3504,landlocked
3505,gradually took control
3506,'s territory
3507,established
3508,0
3509,1910
3510,threat
3511,0
3512,'s economy grew substantially
3513,Elections
3514,closure
3515,Socialist Republic
3516,rapid expansion
3517,collectivization
3518,forced resettlement occurred throughout
3519,Two
3520,0
3521,0
3522,among
3523,subsequently
3524,recent elections
3525,The parliamentary elections
3526,meet many key
3527,positions
3528,Dushanbe
3529,0
3530,landlocked
3531,Pakistan
3532,made
3533,Kyrgyzstan
3534,20
3535,landlocked
3536,Afghanistan
3537,Afghanistan
3538,The earliest recorded history
3539,Achaemenid Empire
3540,The area
3541,century
3542,0
3543,Arabs
3544,century
3545,Tajikistan
3546,aluminium production
3547,supporting
3548,biggest
3549,0
3550,'s rivers
3551,Nurek Dam
3552,A planned project
3553,1.25
3554,labour migrants totaled
3555,'s economy grew substantially
3556,past several
3557,also raised locally
3558,It also helped
3559,place
3560,It also helped
3561,via roads
3562,landlocked country
3563,"1,300"
3564,In recent
3565,0
3566,sparsely populated eastern half
3567,also international flights
3568,sparsely populated eastern half
3569,"7,349,145"
3570,70
3571,70
3572,suffers
3573,Tajikistanis
3574,Gorno-Badakhshan Autonomous Province
3575,predominantly ethnic
3576,Gorno-Badakhshan Autonomous Province
3577,officially recognized
3578,Tajik State National University
3579,declared
3580,Tajikistan
3581,freedom
3582,religious institutions becoming active
3583,today aims
3584,Membership
3585,By law
3586,requires
3587,gather publicly
3588,Failure
3589,government
3590,2000
3591,1
3592,considered activities
3593,2009
3594,Public education
3595,several
3596,2008
3597,modern
3598,5 million
3599,modern
3600,Other famous
3601,ancient
3602,ancient
3603,0
3604,Xenophon
3605,spoke
3606,modern
3607,including
3608,1600–1200
3609,1300s–1190
3610,16th
3611,'s view
3612,Eric P. Hamp
3613,spoke
3614,1991
3615,The rug mentioned
3616,USSR
3617,Armenian
3618,adopt
3619,adherent
3620,7th
3621,converted
3622,Mesrop Mashtots
3623,885
3624,leadership
3625,Bagratid Dynasty
3626,A considerable portion
3627,Ak Koyunlu
3628,1820s
3629,1820s
3630,late
3631,16th
3632,16th
3633,0
3634,often provoked diplomatic conflict
3635,See Recognition
3636,independent republic
3637,1922
3638,0
3639,declared independence
3640,1991
3641,highlands surrounding
3642,aforementioned nations
3643,0
3644,Հայաստանցի
3645,Armenians enjoy many different native
3646,called
3647,1717
3648,time
3649,time
3650,time
3651,Պարսկահայ
3652,usually referred
3653,Iran
3654,primary speakers
3655,speak
3656,0
3657,Golden Age
3658,religious music
3659,Etchmiadzin
3660,Etchmiadzin
3661,ancient
3662,many
3663,Kirakos Virapetsi
3664,Kirakos Virapetsi
3665,Armenian Church
3666,Armenian Evangelical Church
3667,These include
3668,flat bread
3669,started
3670,Historically
3671,0
3672,Moses of Chorene
3673,Moses of Chorene
3674,Tiflis
3675,0
3676,16th
3677,Hrip'simé
3678,0
3679,0
3680,0
3681,Haritchavank
3682,11th
3683,Iranian Safavid
3684,Ornately carved
3685,two
3686,modern
3687,In football
3688,Hrant Shahinyan
3689,'s
3690,famous due
3691,post-Genocide
3692,common kind
3693,ancient
3694,Whilst
3695,Armenian
3696,post-Genocide
3697,performing pop music combined
3698,composer
3699,settled
3700,including many
3701,6th
3702,exonym
3703,carpet
3704,carpet
3705,Hamp
3706,animals
3707,diverse
3708,diverse
3709,diverse
3710,Armenian-styled
3711,Lavash
3712,popular dessert made
3713,foods include
